OCC_YEAR,OCC_MONTH,OCC_DOW,DIVISION,LOCATION_TYPE,PREMISES_TYPE,BIKE_TYPE,BIKE_COST,STATUS,NEIGHBOURHOOD_158
2017,June,Tuesday,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,RG,50.0,STOLEN,Mimico-Queensway (160)
2017,June,Sunday,D53,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,RC,600.0,STOLEN,Thorncliffe Park (55)
2017,June,Tuesday,D41,"Private Property Structure (Pool, Shed, Detached Garage)",Other,RG,100.0,STOLEN,Clairlea-Birchmount (120)
2017,June,Monday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RC,3500.0,STOLEN,Yonge-Bay Corridor (170)
2017,June,Tuesday,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,RG,,STOLEN,Highland Creek (134)
2017,June,Tuesday,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,RG,120.0,STOLEN,Mimico-Queensway (160)
2017,June,Saturday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,1300.0,STOLEN,Harbourfront-CityPlace (165)
2017,June,Wednesday,D32,"Private Property Structure (Pool, Shed, Detached Garage)",Other,RC,2100.0,STOLEN,Lawrence Park North (105)
2017,June,Wednesday,D32,"Private Property Structure (Pool, Shed, Detached Garage)",Other,MT,1249.0,STOLEN,Lawrence Park North (105)
2017,June,Wednesday,D32,"Private Property Structure (Pool, Shed, Detached Garage)",Other,MT,939.0,STOLEN,Lawrence Park North (105)
2017,June,Tuesday,D22,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,MT,175.0,STOLEN,Humber Bay Shores (161)
2017,June,Wednesday,D23,Schools During Un-Supervised Activity,Educational,RC,0.0,STOLEN,Mount Olive-Silverstone-Jamestown (2)
2017,June,Wednesday,D51,Ttc Subway Station,Transit,MT,200.0,STOLEN,North St.James Town (74)
2017,June,Wednesday,D41,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,EL,800.0,STOLEN,Wexford/Maryvale (119)
2017,June,Friday,D53,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,MT,2000.0,STOLEN,Annex (95)
2017,June,Saturday,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,RC,2000.0,STOLEN,Downtown Yonge East (168)
2017,June,Saturday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,,STOLEN,Harbourfront-CityPlace (165)
2017,June,Monday,D23,"Apartment (Rooming House, Condo)",Apartment,MT,220.0,STOLEN,Mount Olive-Silverstone-Jamestown (2)
2017,June,Thursday,D51,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,EL,2200.0,STOLEN,Church-Wellesley (167)
2017,June,Thursday,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,RG,549.0,STOLEN,Annex (95)
2017,June,Wednesday,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,RG,699.989990234375,STOLEN,Humber Bay Shores (161)
2017,June,Wednesday,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,TO,600.0,STOLEN,Greenwood-Coxwell (65)
2017,June,Thursday,D13,"Single Home, House (Attach Garage, Cottage, Mobile)",House,EL,1900.0,STOLEN,Wychwood (94)
2017,June,Thursday,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",House,MT,,STOLEN,East L'Amoreaux (148)
2017,June,Friday,D43,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,MT,500.0,STOLEN,Eglinton East (138)
2017,June,Thursday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,TO,1200.0,STOLEN,Yonge-Bay Corridor (170)
2017,June,Tuesday,D54,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,OT,0.0,STOLEN,Playter Estates-Danforth (67)
2017,June,Thursday,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,RG,499.0,STOLEN,Annex (95)
2017,June,Wednesday,D33,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,MT,150.0,STOLEN,Don Valley Village (47)
2017,June,Wednesday,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,500.0,STOLEN,Trinity-Bellwoods (81)
2017,June,Friday,D54,"Single Home, House (Attach Garage, Cottage, Mobile)",House,MT,600.0,STOLEN,O'Connor-Parkview (54)
2017,June,Wednesday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,EL,4689.0,STOLEN,Wellington Place (164)
2017,June,Thursday,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,TO,250.0,STOLEN,Little Portugal (84)
2017,June,Friday,D14,"Apartment (Rooming House, Condo)",Apartment,RG,350.0,STOLEN,Little Portugal (84)
2017,June,Thursday,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,700.0,STOLEN,Little Portugal (84)
2017,June,Thursday,D31,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,150.0,STOLEN,Glenfield-Jane Heights (25)
2017,June,Thursday,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,700.0,STOLEN,Little Portugal (84)
2017,March,Wednesday,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,MT,100.0,STOLEN,Fort York-Liberty Village (163)
2017,June,Thursday,D55,"Private Property Structure (Pool, Shed, Detached Garage)",Other,RG,500.0,STOLEN,North Riverdale (68)
2017,July,Saturday,D51,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,MT,2700.0,STOLEN,Moss Park (73)
2017,July,Saturday,D55,"Apartment (Rooming House, Condo)",Apartment,MT,1000.0,STOLEN,North Riverdale (68)
2017,July,Saturday,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RC,500.0,STOLEN,Downtown Yonge East (168)
2017,June,Friday,D11,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,BM,138.0,STOLEN,High Park North (88)
2017,June,Wednesday,D55,"Apartment (Rooming House, Condo)",Apartment,TO,580.0,STOLEN,The Beaches (63)
2015,June,Saturday,D11,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,TO,400.0,STOLEN,South Parkdale (85)
2017,July,Sunday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,700.0,STOLEN,Harbourfront-CityPlace (165)
2017,July,Sunday,D11,"Private Property Structure (Pool, Shed, Detached Garage)",Other,MT,100.0,STOLEN,Junction-Wallace Emerson (171)
2017,July,Sunday,D53,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,MT,530.0,STOLEN,North Toronto (173)
2017,July,Saturday,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,75.0,STOLEN,Downtown Yonge East (168)
2017,July,Saturday,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,RG,250.0,STOLEN,Downtown Yonge East (168)
2017,July,Sunday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,1200.0,STOLEN,Harbourfront-CityPlace (165)
2017,July,Sunday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,400.0,STOLEN,Yonge-Bay Corridor (170)
2017,July,Saturday,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,RG,900.0,STOLEN,South Riverdale (70)
2017,May,Saturday,D41,Ttc Subway Station,Transit,MT,0.0,STOLEN,Kennedy Park (124)
2017,July,Monday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,900.0,STOLEN,Harbourfront-CityPlace (165)
2017,July,Monday,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,MT,100.0,STOLEN,Newtonbrook West (36)
2017,July,Sunday,D43,Schools During Un-Supervised Activity,Educational,MT,108.0,STOLEN,Cliffcrest (123)
2017,July,Sunday,D55,"Private Property Structure (Pool, Shed, Detached Garage)",Other,RG,799.0,STOLEN,South Riverdale (70)
2017,July,Sunday,D51,"Single Home, House (Attach Garage, Cottage, Mobile)",House,RG,850.0,STOLEN,Cabbagetown-South St.James Town (71)
2017,July,Monday,D53,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,RC,,RECOVERED,Annex (95)
2017,April,Saturday,D52,"Apartment (Rooming House, Condo)",Apartment,MT,200.0,STOLEN,Yonge-Bay Corridor (170)
2017,April,Saturday,D52,"Apartment (Rooming House, Condo)",Apartment,MT,200.0,STOLEN,Yonge-Bay Corridor (170)
2017,May,Friday,D55,"Apartment (Rooming House, Condo)",Apartment,BM,1.0,STOLEN,South Riverdale (70)
2017,July,Sunday,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,600.0,STOLEN,Downtown Yonge East (168)
2017,July,Monday,D41,Ttc Subway Station,Transit,RG,549.0,STOLEN,Oakridge (121)
2017,May,Friday,D55,"Apartment (Rooming House, Condo)",Apartment,MT,250.0,STOLEN,South Riverdale (70)
2017,July,Monday,D32,"Apartment (Rooming House, Condo)",Apartment,MT,994.0,STOLEN,Downsview (155)
2017,June,Monday,D51,"Apartment (Rooming House, Condo)",Apartment,RG,500.0,STOLEN,Downtown Yonge East (168)
2017,June,Saturday,D11,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,,STOLEN,Junction Area (90)
2017,July,Tuesday,D43,Schools During Supervised Activity,Educational,RG,140.0,STOLEN,Golfdale-Cedarbrae-Woburn (141)
2017,June,Monday,D51,"Apartment (Rooming House, Condo)",Apartment,RG,500.0,STOLEN,Downtown Yonge East (168)
2017,June,Friday,D32,"Apartment (Rooming House, Condo)",Apartment,MT,0.0,STOLEN,Avondale (153)
2017,July,Sunday,D51,"Apartment (Rooming House, Condo)",Apartment,RG,400.0,STOLEN,Moss Park (73)
2017,July,Monday,D14,"Private Property Structure (Pool, Shed, Detached Garage)",Other,MT,600.0,STOLEN,South Parkdale (85)
2017,April,Thursday,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,RG,750.0,STOLEN,St Lawrence-East Bayfront-The Islands 
2017,July,Saturday,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,MT,800.0,STOLEN,Avondale (153)
2017,July,Monday,D12,"Single Home, House (Attach Garage, Cottage, Mobile)",House,MT,,STOLEN,Brookhaven-Amesbury (30)
2017,June,Sunday,D11,"Single Home, House (Attach Garage, Cottage, Mobile)",House,RG,0.0,STOLEN,High Park North (88)
2017,June,Friday,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,OT,800.0,STOLEN,Downtown Yonge East (168)
2017,June,Friday,D14,"Apartment (Rooming House, Condo)",Apartment,MT,2049.98999023438,STOLEN,South Parkdale (85)
2017,July,Sunday,D14,"Apartment (Rooming House, Condo)",Apartment,RG,220.0,STOLEN,Fort York-Liberty Village (163)
2017,July,Tuesday,D51,"Apartment (Rooming House, Condo)",Apartment,RG,2600.0,STOLEN,Regent Park (72)
2017,June,Tuesday,D14,"Apartment (Rooming House, Condo)",Apartment,RC,1300.0,STOLEN,West Queen West (162)
2017,July,Monday,D52,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",Other,MT,500.0,STOLEN,Yonge-Bay Corridor (170)
2017,June,Friday,D11,"Single Home, House (Attach Garage, Cottage, Mobile)",House,RG,1360.0,STOLEN,Roncesvalles (86)
2017,July,Monday,D11,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,TO,700.0,STOLEN,High Park North (88)
2017,July,Tuesday,D43,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,MT,1999.0,STOLEN,Centennial Scarborough (133)
2017,June,Sunday,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,0.0,STOLEN,Dovercourt Village (172)
2017,July,Monday,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,RG,400.0,STOLEN,Harbourfront-CityPlace (165)
2017,July,Tuesday,D51,"Apartment (Rooming House, Condo)",Apartment,RC,600.0,STOLEN,Downtown Yonge East (168)
2017,March,Wednesday,D55,"Private Property Structure (Pool, Shed, Detached Garage)",Other,OT,875.0,STOLEN,South Riverdale (70)
2017,July,Tuesday,D51,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,RG,500.0,STOLEN,Downtown Yonge East (168)
2017,July,Monday,D55,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,RG,0.0,STOLEN,North Riverdale (68)
2017,June,Friday,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,RG,500.0,STOLEN,Church-Wellesley (167)
2017,June,Thursday,D53,"Apartment (Rooming House, Condo)",Apartment,MT,4800.0,STOLEN,South Eglinton-Davisville (174)
2017,July,Wednesday,D51,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,MT,800.0,STOLEN,Downtown Yonge East (168)
2017,July,Saturday,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,MT,927.0,STOLEN,Yonge-Bay Corridor (170)
2017,July,Tuesday,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,499.0,STOLEN,Downtown Yonge East (168)
2017,July,Tuesday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,250.0,STOLEN,Yonge-Bay Corridor (170)
2017,June,Sunday,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,500.0,STOLEN,East End-Danforth (62)
2017,July,Wednesday,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,250.0,STOLEN,East End-Danforth (62)
2017,July,Wednesday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,400.0,STOLEN,Yonge-Bay Corridor (170)
2017,July,Tuesday,D53,"Apartment (Rooming House, Condo)",Apartment,OT,700.0,STOLEN,Rosedale-Moore Park (98)
2017,July,Tuesday,D41,"Single Home, House (Attach Garage, Cottage, Mobile)",House,MT,,STOLEN,Birchcliffe-Cliffside (122)
2017,July,Tuesday,D41,"Single Home, House (Attach Garage, Cottage, Mobile)",House,MT,,STOLEN,Birchcliffe-Cliffside (122)
2017,June,Friday,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,200.0,STOLEN,Lawrence Park South (103)
2017,July,Sunday,D52,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,RC,350.0,STOLEN,Wellington Place (164)
2017,June,Thursday,D52,Universities / Colleges,Educational,OT,600.0,STOLEN,University (79)
2017,July,Wednesday,D32,Go Station,Transit,RG,200.0,STOLEN,Newtonbrook East (50)
2017,July,Thursday,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,RC,770.0,STOLEN,Yonge-Bay Corridor (170)
2017,June,Thursday,D52,Go Station,Transit,RC,0.0,STOLEN,St Lawrence-East Bayfront-The Islands 
2017,July,Tuesday,D41,"Single Home, House (Attach Garage, Cottage, Mobile)",House,MT,0.0,STOLEN,Clairlea-Birchmount (120)
2017,July,Sunday,D54,"Apartment (Rooming House, Condo)",Apartment,RG,1599.98999023438,STOLEN,Flemingdon Park (44)
2017,July,Thursday,D52,"Apartment (Rooming House, Condo)",Apartment,RC,1600.0,STOLEN,Bay-Cloverhill (169)
2017,July,Thursday,D52,"Apartment (Rooming House, Condo)",Apartment,RC,1600.0,STOLEN,Bay-Cloverhill (169)
2016,December,Tuesday,D32,"Private Property Structure (Pool, Shed, Detached Garage)",Other,RC,3000.0,STOLEN,Lawrence Park North (105)
2017,July,Thursday,D14,"Apartment (Rooming House, Condo)",Apartment,RG,179.990005493164,STOLEN,Harbourfront-CityPlace (165)
2017,July,Thursday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,75.0,STOLEN,Bay-Cloverhill (169)
2017,June,Sunday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RC,1500.0,STOLEN,St Lawrence-East Bayfront-The Islands 
2017,July,Monday,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,RC,400.0,STOLEN,Cabbagetown-South St.James Town (71)
2017,July,Wednesday,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,2000.0,STOLEN,Church-Wellesley (167)
2017,July,Wednesday,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,EL,,STOLEN,South Parkdale (85)
2017,July,Monday,D51,"Apartment (Rooming House, Condo)",Apartment,OT,500.0,STOLEN,Church-Wellesley (167)
2017,July,Wednesday,D52,Unknown,Other,MT,500.0,STOLEN,St Lawrence-East Bayfront-The Islands 
2017,July,Friday,D11,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,RG,0.0,STOLEN,Dufferin Grove (83)
2017,July,Friday,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,MT,300.0,STOLEN,Bedford Park-Nortown (39)
2017,July,Friday,D13,Bar / Restaurant,Commercial,MT,200.0,STOLEN,Caledonia-Fairbank (109)
2017,July,Wednesday,D52,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,MT,500.0,STOLEN,Yonge-Bay Corridor (170)
2017,July,Thursday,D51,"Private Property Structure (Pool, Shed, Detached Garage)",Other,RG,550.0,STOLEN,Downtown Yonge East (168)
2017,July,Friday,D41,"Apartment (Rooming House, Condo)",Apartment,RG,100.0,STOLEN,Bendale-Glen Andrew (156)
2017,July,Wednesday,D14,"Apartment (Rooming House, Condo)",Apartment,MT,1200.0,STOLEN,Fort York-Liberty Village (163)
2017,July,Friday,D52,Go Bus,Transit,OT,250.0,STOLEN,St Lawrence-East Bayfront-The Islands 
2017,July,Thursday,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,FO,0.0,STOLEN,Cabbagetown-South St.James Town (71)
2017,July,Thursday,D32,"Private Property Structure (Pool, Shed, Detached Garage)",Other,RG,200.0,RECOVERED,Willowdale West (37)
2017,July,Thursday,D11,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,MT,700.0,STOLEN,Junction-Wallace Emerson (171)
2016,June,Sunday,D52,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",Other,SC,2800.0,STOLEN,Yonge-Bay Corridor (170)
2017,July,Thursday,D32,"Private Property Structure (Pool, Shed, Detached Garage)",Other,RG,200.0,STOLEN,Willowdale West (37)
2017,June,Friday,D14,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,RG,660.0,STOLEN,Fort York-Liberty Village (163)
2017,July,Friday,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,OT,450.0,STOLEN,North St.James Town (74)
2017,July,Thursday,D11,"Private Property Structure (Pool, Shed, Detached Garage)",Other,OT,600.0,STOLEN,High Park North (88)
2017,July,Tuesday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,TO,0.0,STOLEN,Wellington Place (164)
2017,July,Thursday,D32,Bar / Restaurant,Commercial,TO,2500.0,STOLEN,Lansing-Westgate (38)
2017,July,Thursday,D32,Schools During Supervised Activity,Educational,MT,250.0,STOLEN,Englemount-Lawrence (32)
2017,July,Friday,D32,Schools During Supervised Activity,Educational,MT,800.0,STOLEN,Yonge-Doris (151)
2017,July,Saturday,D54,"Apartment (Rooming House, Condo)",Apartment,MT,1200.0,STOLEN,Flemingdon Park (44)
2017,July,Saturday,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,OT,1000.0,STOLEN,Downtown Yonge East (168)
2017,July,Saturday,D55,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,OT,30.0,STOLEN,South Riverdale (70)
2017,July,Friday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,906.0,STOLEN,Yonge-Bay Corridor (170)
2017,July,Saturday,D53,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,RC,1200.0,STOLEN,Rosedale-Moore Park (98)
2017,July,Friday,D14,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,EL,2000.0,STOLEN,Trinity-Bellwoods (81)
2017,July,Saturday,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,RG,2600.0,STOLEN,Church-Wellesley (167)
2017,June,Tuesday,D31,"Apartment (Rooming House, Condo)",Apartment,MT,850.0,STOLEN,York University Heights (27)
2017,July,Friday,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,OT,15.0,STOLEN,Willowdale West (37)
2017,June,Saturday,D41,"Single Home, House (Attach Garage, Cottage, Mobile)",House,MT,,STOLEN,Kennedy Park (124)
2017,July,Friday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,1461.0,RECOVERED,Yonge-Bay Corridor (170)
2017,July,Friday,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,450.0,STOLEN,Moss Park (73)
2017,July,Saturday,D53,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,RC,1200.0,STOLEN,Rosedale-Moore Park (98)
2017,July,Friday,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,RG,906.0,STOLEN,Yonge-Bay Corridor (170)
2017,July,Saturday,D51,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,RC,1000.0,STOLEN,Downtown Yonge East (168)
2017,June,Saturday,D11,"Single Home, House (Attach Garage, Cottage, Mobile)",House,RG,100.0,STOLEN,Junction Area (90)
2017,July,Saturday,D55,"Apartment (Rooming House, Condo)",Apartment,MT,0.0,STOLEN,South Riverdale (70)
2017,July,Thursday,D14,Schools During Un-Supervised Activity,Educational,OT,700.0,STOLEN,University (79)
